Article,Cites,Year
"Superfluidity and superconductivity-In-plane electrodynamics of the superconductivity in Bi2Sr2CaCu2O8+ d: Energy scales and spectral weight distributionAF Santander-Syro, R Lobo, N Bontemps, W Lopera, D Girata, ...
Physical Review-Section B-Condensed Matter 70 (13), 134504-134504",,2004
"b–τ Yukawa non-unification in supersymmetric SU (5) with an Abelian flavor symmetryD Aristizabal, E Nardi
Physics Letters B 578 (1), 176-180",5,2004
"LA CIENCIA DE SIMULAR PROPIEDADES DE MATERIALESÁL Morales
Revistas de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales ...",2,2004
"CARACTERIZACIÓN DE HEMATITAS DOPADAS CON Zn OBTENIDAS A PAR-TIR DE OXINATOS DE Fe-Zn TRATADOS TÉRMICAMENTE.JE Hamann, G Pérez, CA Barrero, AL Morales, GM Da Costa
REVISTA COLOMBIANA DE FÍSICA 36 (2)",,2004
"Monte Carlo simulation of the self-assembly process of nonionic surfactants (type HXTY) considering second-neighbor interaction between surfactant moleculesC PEREZ ZAPATA, H CASANOVA, J RESTREPO
Progress in colloid & polymer science, 146-150",1,2004
"Monte Carlo simulation of the self-assembly process of nonionic surfactants (type H X T Y) considering second-neighbor interaction between surfactant moleculesCP Zapata, H Casanova, J Restrepo
Surface and Colloid Science, 146-150",2,2004
"Self-Assembly and Structured Fluids-Monte Carlo simulation of the self-assembly process of nonionic surfactants (type HXTY) considering second-neighbor interaction between surfactant moleculesCP Zapata, H Casanova, J Restrepo
Progress in Colloid and Polymer Science 128, 146-150",,2004
"Elastic properties of Mg~(~ 1~-~ x~) Al~ xB~ 2 from first principles theoryJM Osorio-Guillen, P Souvatzis
Journal of physics: Condensed matter, 5241-5250",,2004
"RESONANT STATES IN ATOMIC PHYSICS II: CSCI APPROACH IN NEGATIVE IONSJL Sanz-Vicario, JCC Gómez
REVISTA COLOMBIANA DE FÍSICA 36 (2)",,2004
"RESONANT STATES IN ATOMIC PHYSICS I: SIMPLE MODELSJL Sanz-Vicario, JCC Gómez
REVISTA COLOMBIANA DE FÍSICA 36 (2)",,2004
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Stress effects on shallow-donor impurity states in symmetrical GaAs/AlxGa1-xAs double quantum wellsN Raigoza, AL Morales, A Montes, N Porras-Montenegro, CA Duque
Physical Review-Section B-Condensed Matter 69 (4), 45323-45323",,2004
"CARACTERIZACIÓN DE ESTADOS DE POLARIZACIÓNE Rueda, R Henao
REVISTA COLOMBIANA DE FÍSICA 36 (2)",,2004
"AUTOIMÁGENES EN FRAUNHOFER-FRESNELJF Barrera, R Henao, C Osorio, F Medina
REVISTA COLOMBIANA DE FÍSICA 36 (1)",,2004
"EL PRINCIPIO DE MAUPERTUIS. UN ENSAYO PARA UNA ACADEMIAWA Ponce
Revista de la Academia Colombiana de Ciencias 28 (108), 363-369",,2004
"Exciton trapping in interface defects/quantum dots in narrow quantum wells: magnetic-field effectsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
Physica B: Condensed Matter 340, 1090-1093",,2003
"Síntesis y caracterización Mössbauer de magnetitas dopadas con Cu y CrCA Barrero, AL Morales, J Mazo-Zuloaga, F Jaramillo, G Pérez, ...
Revista de Metalurgia 39 (Extra), 62-67",,2003
"Simulación de los procesos de corrosión atmosférica durante largos períodos de tiempo de un acero autoprotector y ordinarioF Bolivar, A Morales, C Arroyave
Revista de Metalurgia 39 (Extra), 265-269",,2003
"Estudio por difracción de rayos X de los productos de corrosión del acero al carbonoAL Morales
Revista de Metalurgia 39 (Extra), 28-31",,2003
"Óxidos de hierro relacionados con la corrosión: hematitas dopadas con Cu, Mn y CrG Pérez, C Barrero, A Morales, J Tobon, O Garnache, C Rodríguez, ...
Revista de Metalurgia 39 (Extra), 68-71",,2003
"Double charge exchange and configuration mixingHC Wu, WR Gibbs
Physical Review C 68 (5), 054610",3,2003
"Optical properties of the phase sampling filterA Kolodziejczyk, Z Jaroszewicz, RH Henao, O Quintero
Proceedings of SPIE 5259, 82",,2003
"Varifocal equilateral hyperbolic zone plates obtained by rotational moiréZ Jaroszewicz, A Kolodziejczyk, RH Henao, S Bar
13th Polish-Czech-Slovak Conference on Wave and Quantum Aspects of ...",2,2003
"Speckle contrast as a function of the polarization angle under oblique illuminationRH Henao, W Robles, RD Torroba
19th Congress of the International Commission for Optics: Optics for the ...",,2003
"Finite object Talbot effect as a lens produced imageJF Barrera, RH Henao, A Kolodziejczyk
Proceedings of SPIE 4829, 40",,2003
"Internal transitions of negatively charged magnetoexcitons in quantum dotsR Pérez, A Gonzalez, J Mahecha
Journal of Physics: Condensed Matter 15 (45), 7681",4,2003
"Probing neutrino mass with multilepton production at the Tevatron in the simplest R-parity violation modelMB Magro, F De Campos, OJP Éboli, W Porod, D Restrepo, JWF Valle
Journal of High Energy Physics 2003 (09), 071",11,2003
"Structural and optical properties of F-center defects on barium titanate< 001> surfaceC Duque, A Stashans
Materials Letters 57 (24), 3954-3957",7,2003
"Oxygen-vacancy defects on BaTiO 3 (001) surface: a quantum chemical studyC Duque, A Stashans
Physica B: Condensed Matter 336 (3), 227-235",17,2003
"Magnetic-field effects on excitons trapped in quantum dots/interface defects in narrow quantum wellsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
Physical Review B 68 (7), 073312",21,2003
"Spontaneous symmetry breaking in a classical particleLA Sanchez, J Mahecha
arXiv preprint hep-th/0308160",,2003
"Oxgen-vacancy defects in PbTiO3 and BaTiO3 crystals: a quantum chemical studyS Serrano, C Duque, P Medina, A Stashans
Advanced Organic and Inorganic Optical Materials, 287-294",5,2003
"Student evaluation through membership functions in CAT systemsJ Mahecha, LA Sanchez
REVISTA MEXICANA DE FISICA 49 (4), 364-370",,2003
"Outer-shell photodetachment of the metastable Be− 1 s 2 2 s 2 p 2 4 P e stateJL Sanz-Vicario, E Lindroth
Physical Review A 68 (1), 012702",6,2003
"A fractal SUSY-QM model and the Riemann hypothesisC Castro, J Mahecha",,2003
"Bottom-tau Yukawa non-unification in supersymmetric SU (5) with an Abelian flavor symmetryD Aristizabal, E Nardi
arXiv preprint hep-ph/0306206",,2003
"Fermion Mass Matrices for a 3‐3‐1 ModelJB Flórez, WA Ponce, LA Sánchez
PARTICLES AND FIELDS: Tenth Mexican School on Particles and Fields 670 (1 ...",1,2003
"Binding energy and density of shallow impurity states in GaAs?(Ga, Al) As quantum wells: effects of an applied hydrostatic stressN Porras-Montenegro, CA Duque
Semiconductor science and technology 18 (7), 718",23,2003
"Thermally induced magnetite–haematite transformationJ Mazo-Zuluaga, CA Barrero, J Diaz-Teran, A Jerez
Hyperfine interactions 148 (1-4), 153-161",15,2003
"On the analysis of the Mössbauer spectra of the rust converted by tannic and phosphoric acidsCA Barrero, JF Rios, AL Morales, A Bohórquez, G Pérez-Alcazar
Hyperfine interactions 148 (1-4), 211-217",3,2003
"Variable temperature mössbauer study of some rust convertersF Bolivar, CA Barrero, J Minotas, AL Morales, JM Greneche
Hyperfine interactions 148 (1-4), 219-225",3,2003
"The experimental nuclear quadrupole interaction in synthetic Al-goethites of varying crystallinityCA Barrero, RE Vandenberghe, E De Grave, AL Morales, G Perez
Hyperfine interactions 148 (1-4), 337-344",3,2003
"Mössbauer characterization of rust obtained in an accelerated corrosion testKE Garcia, AL Morales, CE Arroyave, CA Barrero, DC Cook
Hyperfine interactions 148 (1-4), 177-183",11,2003
"Properties of Goethite Grown under the Presence of Cr3+, Cu2+ and Mn2+ IonsAL Morales, CA Barrero, F Jaramillo, C Arroyave, JM Greneche
Hyperfine interactions 148 (1-4), 135-144",15,2003
"Bulk magnetic properties of the Fe0. 5Mn0. 1Al0. 4 disordered alloy: A Monte Carlo studyJ Restrepo, C González, GAP Alcázar, O Arnache, JM Greneche
Hyperfine interactions 148 (1-4), 285-293",3,2003
"Thermally driven and ball-milled hematite to magnetite transformationJD Betancur, J Restrepo, CA Palacio, AL Morales, J Mazo-Zuluaga, ...
Hyperfine interactions 148 (1-4), 163-175",8,2003
"Fully digital encryption techniqueR Arizaga, R Henao, R Torroba
Optics communications 221 (1), 43-47",27,2003
"Quasiparticle-injection effects in YBa2Cu3O7-delta/La1/3Ca2/3MnO3/La2/3Ca1/3MnO3 heterostructuresE Baca, W Saldarriaga, J Osorio, G Campillo, ME Gómez, P Prieto
Journal of applied physics 93, 8206-8208",10,2003
"Supersymmetric one-family model without HiggsinosJM Mira, WA Ponce, DA Restrepo, LA Sánchez
Physical Review D 67 (7), 075002",4,2003
"Minimal scalar sector of 3-3-1 models without exotic electric chargesWA Ponce, Y Giraldo, LA Sanchez
Physical Review D 67 (7), 075001",126,2003
"The bouncing bob: quasi-classical statesL de la Torre, F Gori
European journal of physics 24 (3), 253",4,2003
"Electric and magnetic properties of epitaxial SrRuO3 thin filmsP Prieto, W Saldarriaga, J Osorio, F Pérez, J Caicedo, E Baca, W Lopera, ...
APS March Meeting Abstracts 1, 1180",,2003
"Bounds on the tau and muon neutrino vector and axial vector charge radiusM Hirsch, E Nardi, D Restrepo
Physical Review D 67 (3), 033005",32,2003
"Deformation of polyethylene: Monte Carlo simulationSA Ospina, J Restrepo, BL López
Materials Research Innovations 7 (1), 27-30",15,2003
"Effects of hydrostatic stress on the density of impurity states and donor‐related optical absorption spectra in GaAs–(Ga, Al) As quantum wellsSY López, N Porras‐Montenegro, CA Duque
physica status solidi (c), 648-651",11,2003
"Donor‐related density of states and polarizability in a GaAs‐(Ga, Al) As quantum‐well under hydrostatic pressure and applied electric fieldAL Morales, A Montes, SY Lopez, N Raigoza, CA Duque
physica status solidi (c), 652-656",9,2003
"A new supersymmetric SU (3) LU (1) X gauge modelRA Diaz, R Martinez, J Mira, J Rodriguez
Physics Letters B 552 (3-4), 287-292",29,2003
"25 DETECCION DEL VIRUS DEL OESTE DEL NILO EN AVES SILVESTRES Y MOSQUITOS DE LA COSTA NORTE COLOMBIANAJ Goez, A Toro, A Lopez-Herrera, S Urcuqui, J Osorio, J Arboleda
IATREIA 16 (1), 76-76",,2003
"EFECTO DEL CONTENIDO DE AGUA EN LAS PROPIEDADES MAGNÉTICAS DE LA GOETHITAJD Betancur, CA Barrero, JM Greneche, GF Goya, T Berquo
REVISTA COLOMBIANA DE FISICA 35 (2), 323",,2003
"Transformaciones térmicas de algunos óxidos de hierroFJ Novegil-Anleo, KE García, CA Barrero
Revista colombiana de física 35 (2), 279",1,2003
"Corrosion related iron oxides: Cu, Mn and Cr doped hematiteG Perez, C Barrero, A Morales, J Tobon, O Arnache, C Rodriguez, ...
Revista de metalurgia, 68-71",,2003
"Simulation of a long term atmospheric corrosion process on plain and weathering steelsF Bolivar, A Morales, C Arroyave
Revista de metalurgia, 265-269",3,2003
"An X-ray diffraction study of corrosion products from low carbon steelAL Morales
Revista de metalurgia, 28-31",1,2003
"Principio de in variancia de norma y rompimiento espontáneo de simetría en una partícula clásica.JM Gómez, LA Sánchez
Revista Mexicana de Física 49 (4), 364-370",1,2003
"PATRÓN DE INTERFERENCIA PRODUCIDA POR UN PAR DE YOUNG EN LOS DOMINIOS DE FRAUNHOFER Y DE FRESNEL.FF Medina, JF Barrera, CO Tamayo, G Matteucci
REVISTA COLOMBIANA DE FISICA 35 (2)",,2003
"Photoacoustic and transmission studies of SiC polytypesAC de Oliveira, JA Freitas Jr, WJ Moore, A Ferreira da Silva, I Pepe, ...
Materials Research 6 (1), 47-49",,2003
"Spectroscopy studies of 4H-SiCAC de Oliveira, JA Freitas Jr, WJ Moore, A Silva, I Pepe, J Almeida, ...
Materials Research 6 (1), 43-45",,2003
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Magnetic-field effects on excitons trapped in quantum dots/interface defects in narrow quantum wells (4Z Barticevic, M Pacheco, CA Duque, LE Oliveira
Physical Review-Section B-Condensed Matter 68 (7), 73312-73312",,2003
"ESTUDIO DE LA CALIDAD DE LAS AUTOIMAGENES POR EL EFECTO PUPILAJF Barrera, R Henao, A Kolodziejczyk
REVISTA COLOMBIANA DE FISICA 35 (1)",,2003
"PLACAS ZONALES DE LONGITUD FOCAL VARIABLE OBTENIDAS POR MOIRÉA Mira, R Henao, Z Jaroszewicz
REVISTA COLOMBIANA DE FÍSICA 35 (2)",,2003
"On the neutrino vector and axial vector charge radiusE Nardi
arXiv preprint hep-ph/0212266",8,2002
"Mössbauer spectra of α-and γ-polymorphs of FeOOH and Fe2O3: effects of poor crystallinity and of Al-for-Fe substitutionE De Grave, CA Barrero, GM Da Costa, RE Vandenberghe, E Van San
Clay minerals 37 (4), 591-606",24,2002
"Diophantine equation for the tan2 wellF Gori, L de la Torre
European journal of physics 24 (1), 1",8,2002
"SURFACE TOPOGRAPHY ON EPITAXIAL HoBa 2 Cu 3 O 7-δ AND Bi 2 Sr 2 CaCu 2 O 8+ δ THIN FILMSW Lopera, D Girata, F Perez, LF Castro, E Baca, P Prieto, A Mendoza
Surface Review and Letters 9 (05n06), 1729-1733",,2002
"Bonding and elastic properties of superconducting MgB 2JM Osorio-Guillen, SI Simak, Y Wang, B Johansson, R Ahuja
Solid state communications 123 (6), 257-262",29,2002
"Final steps towards a proof of the Riemann hypothesisC Castro, J Mahecha
arXiv preprint hep-th/0208221",6,2002
"Magnetoabsorption spectra of intraexcitonic transitions in GaAs-(Ga, Al) As semiconductor quantum wellsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
Journal of applied physics 92 (3), 1227-1231",13,2002
"Hysteretic behavior of Fe 0.9− q Mn 0.1 Al q-disordered alloys: a Monte Carlo studyJ Restrepo, O Arnache
Physica B: Condensed Matter 320 (1), 244-248",5,2002
"Monte Carlo study of the magnetic properties of Fe 0.9− q Mn 0.1 Al q-disordered alloysJ Restrepo, O Arnache, DP Landau
Physica B: Condensed Matter 320 (1), 239-243",10,2002
"Comments on the Riemann conjecture and index theory on Cantorian fractal space-timeC Castro, J Mahecha
Chaos, Solitons & Fractals 13 (7), 1407-1419",5,2002
"A Theoretical Study of the Terahertz Dynamics of Magnetoexcitons in GaAs–(Ga, Al) As Quantum WellsLE Oliveira, CA Duque, N Porras‐Montenegro
physica status solidi (a) 190 (3), 731-734",,2002
"Effects of nuclear structure in double charge exchange reactions on 16O and 40CaHC Wu, WR Gibbs
Acta Physica Hungarica A) Heavy Ion Physics 16 (1-4), 447-455",,2002
"Is nuclear structure relevant to non-mesonic hypernuclear weak decay?HC Wu, MF Aristizabal, WA Ponce
Acta Physica Hungarica A) Heavy Ion Physics 16 (1-4), 347-358",,2002
"SU (3) c⊗ SU (3) L⊗ U (1) X as an SU (6)⊗ U (1) X subgroupR Martinez, WA Ponce, LA Sanchez
Physical Review D 65 (5), 055013",39,2002
"Analysis of SU (3) c⊗ SU (3) L⊗ U (1) X local gauge theoryWA Ponce, JB Florez, LA Sanchez
International Journal of Modern Physics A 17 (05), 643-659",76,2002
"Nonlinear QM as a fractal Brownian motion with complex diffusion constantC Castro, J Mahecha, B Rodriguez
arXiv preprint quant-ph/0202026",14,2002
"An experimental apparatus for white light imaging by means of a spherical obstacleA Kolodziejczyk, Z Jaroszewicz, R Henao, O Quintero
American Journal of Physics 70 (2), 169-172",4,2002
"Magnetoexciton transitions in GaAs-Ga1-xAlxAs quantum wellsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
Journal of Physics: Condensed Matter 14 (5), 1021",15,2002
"Simultaneous effects of hydrostatic stress and an electric field on donors in a GaAs-(Ga, Al) As quantum wellAL Morales, A Montes, SY López, CA Duque
Journal of Physics: Condensed Matter 14 (5), 987",71,2002
"Systematic study of 3-3-1 modelsWA Ponce, Y Giraldo, LA Sánchez
arXiv preprint hep-ph/0201133",24,2002
"DISEÑO DE UN SISTEMA MEDIDOR DE RITMO CARDIACO QUE UTILIZA LA TARJETA DE SONIDO DE LA MULTIMEDIAYG Velásquez, M Trujillo
REVISTA COLOMBIANA DE FISICA 34 (1), 374",,2002
"Spatial and temporal distribution of volatile organic compounds in the area of Madrid(Spain) during a yearMT Bomboi, A Perez, B Rodriguez, D Galan, A Díaz, R Fernández
Fresenius Environmental Bulletin 11 (8), 437-440",11,2002
"On Magnetite Formation as a Corrosion Product of SteelCA Barrero, AL Morales, MI Mejia, CE Arroyave
Hyperfine Interactions (C), 507-510",,2002
"Atomic and molecular collisions and interactions-Photodetachment of negative helium ions below and above the 1s ionization threshold: A complex scaled configuration-interaction approachJL Sanz-Vicario, E Lindroth, N Brandefelt
Physical Review-Section A-Atomic Molecular and Optical Physics 66 (5), 52713 ...",,2002
"PROPIEDADES TERMOELÉCTRICAS DE PELÍCULAS DELGADAS DE La0. 9CoFe3Sb12O Arnache, D Giratá, W Lopera, F Pérez, J Osorio
REVISTA COLOMBIANA DE FÍSICA 34 (1)",,2002
"Análisis Mossbauer de la transformación hematita a magnetita bajo tratamiento térmico en atmósfera controladaJD Betancur, J Restrepo, O Arnache, J Mazo-Zülüago, AL Morales, ...
Revista Colombiana de Física 34 (2), 410-414",1,2002
"FEATURES OF PHASE WAVE FRONT BINARY ENCODING AND THEIR POTENTIAL UTILIZATION FOR ALIGNMENT PURPOSESJF Barrera, A Kolodziejczyk, CA Rodriguez",2,2002
"Intra-magnetoexciton Transitions in Semiconductor Quantum WellsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
CHILE UNIV SANTIAGO DEPARTAMENTO DE FISICA",,2002
"Quantum Dots of InAs/GaSb Type II Superlattice for Infrared SensingM Razeghi, Y Wei, A Gin, GJ Brown
AIR FORCE RESEARCH LAB WRIGHT-PATTERSON AFB OH MATERIALS AND MANUFACTURING ...",1,2002
"Shallow Donor Impurities in GaAs-(Ga, Al) As Quantum Dots: The Uniaxial Stress and Temperature DependenciesCA Duque, N Porras-Montenegro, HO Oyoko
Revista Colombiana De Fisica 34 (1), 17",1,2002
"BINDING ENERGY FOR A SHALLOW DONOR IMPURITY IN GaAs–(Ga, Al) As QUANTUM WELLS UNDER HYDROSTATIC PRESSURE AND APPLIED ELECTRIC FIELDA Montes, AL Morales, CA Duque
Surface Review and Letters 9 (05n06), 1753-1756",18,2002
"IMPLEMENTACIÓN DE PELÍCULA FOTOGRÁFICA KODALITH PARA LA ELABORACIÓN DE HOLOGRAMAS DE FOURIER DE FASEDM González, R Henao, G Pineda
REVISTA COLOMBIANA DE FÍSICA 34 (1)",,2002
"ANÁLISIS DE LA CALIDAD DE FRANJAS EN INTEROMETRÍA SPECKLER Henao, A Mejía
Revista colombiana de física 34 (2), 512",,2002
"Shallow-donor states in semiconductor heterostructures within the fractional-dimensional space approachLE Oliveira, CA Duque, N Porras-Montenegro, M de Dios-Leyva
Physica B: Condensed Matter 302, 72-76",13,2001
"Binding energy and polarizability in GaAs–(Ga, Al) As quantum-well wiresCA Duque, A Montes, AL Morales
Physica B: Condensed Matter 302, 84-87",41,2001
"Etendue invariance in speckle fieldsFF Medina, J García-Sucerquia, R Henao, M Trivi, R Castaneda
Optik-International Journal for Light and Electron Optics 112 (2), 57-61",,2001
"Surface roughness effects in dual beam illumination speckle interferometers: Theoretical studyC Joenathan, R Torroba, R Henao
Optik-International Journal for Light and Electron Optics 112 (4), 163-168",10,2001
"Information encryption through dyadic permutationsR Castañeda, J Garcı́a-Sucerquia, R Henao, O Trabocchi
Optics and lasers in engineering 36 (6), 537-544",11,2001
"Non-mesonic weak decay of Lambda-hypernuclei and nuclear structureMF Aristizabal, HC Wu, WA Ponce
Mesons and Light Nuclei 603, 397-400",,2001
"Substrate dependence of magnetic properties of La 0.67 Ca 0.33 MnO 3 filmsG Campillo, A Berger, J Osorio, JE Pearson, SD Bader, E Baca, P Prieto
Journal of Magnetism and Magnetic Materials 237 (1), 61-68",56,2001
"The hydrogen atom between two metallic mediaB Londono-Flórez, J Mahecha-Gómez
SIS-2002-359",,2001
"SU (3)(c) circle times SU (3)(L) circle times U (1)(X) as an E-6 subgroupLA Sanchez, WA Ponce, R Martinez
PHYSICAL REVIEW D 64 (7)",,2001
"SU (3) c⊗ SU (3) L⊗ U (1) X as an E 6 subgroupLA Sánchez, WA Ponce, R Martinez
Physical Review D 64 (7), 075013",65,2001
"Trefoil symmetry II. Another clover extensionLA Wills-Toro, LA Sánchez, JM Osorio, DE Jaramillo
Journal of Mathematical Physics 42, 3935-3946",13,2001
"On SUSY-QM, fractal strings and steps towards a proof of the Riemann hypothesisC Castro, A Granik, J Mahecha
arXiv preprint hep-th/0107266",7,2001
"Uniaxial stress dependence of the binding energy of shallow donor impurities in GaAs–(Ga, Al) As quantum dotsHO Oyoko, CA Duque, N Porras-Montenegro
Journal of Applied Physics 90 (2), 819-823",62,2001
"Possible improvements in the action of some rust convertersCA Barrero, LM Ocampo, CE Arroyave
Corrosion science 43 (6), 1003-1018",36,2001
"Magnetism of Fe–Al disordered alloys: An Ising–Monte Carlo approachJ Restrepo, GAP Alcázar, DP Landau
Journal of Applied Physics 89 (11), 7341-7343",3,2001
"Study of surface morphology in epitaxial thin films of HoBa 2 Cu 3 O 7− δW Lopera, D Giratá, LF Castro, F Pérez, E Baca, P Prieto
Physica C: Superconductivity 354 (1), 433-436",2,2001
"Spin polarization and magnetoluminescence of confined electron-hole systemsBA Rodriguez, A Gonzalez
Physical Review B 63 (20), 205324",6,2001
"Autonomous system design for Mössbauer spectra acquisitionAL Morales, J Zuluaga, A Cely, J Tobon
Hyperfine interactions 134 (1), 167-170",10,2001
"Magnetic Properties of the Mechanically Alloyed (Fe0. 85Mn0. 15) 0.3 Cu0. 7 SystemJ Restrepo, AL Morales, JM González, GAP Alcázar, G Medina, ...
Hyperfine interactions 134 (1), 199-206",1,2001
"A Comparative Study on the Magnetic Properties of Arc-Melted and Ball-Milled Fe0. 9− x Mn0. 1Al x AlloysJ Restrepo, GAP Alcázar, JM González
Hyperfine interactions 134 (1), 27-35",5,2001
"Synthesis of magnetite in presence of Cu2+ or Cr3+CA Barrero, AL Morales, J Restrepo, G Pérez, J Tobón, J Mazo-Zuluaga, ...
Hyperfine interactions 134 (1), 141-152",13,2001
"Positron annihilation study of nanocrystalline Ni3Al: Simulations and measurementsJ Kuriplach, S Van Petegem, M Hou, EE Zhurkin, H Van Swygenhoven, ...
Materials Science Forum 363, 94-96",4,2001
"Positron annihilation in Ni3Al: Theory and experimentS Van Petegem, J Kuriplach, M Hou, EE Zhurkin, D Segers, AL Morales, ...
Materials Science Forum 363, 210-212",5,2001
"Radiative quark mass matrix generation in a model with a U (1) X symmetryE Garcia, A Hernández-Galeana, D Jaramillo, WA Ponce, A Zepeda
Particles and Fields 562, 285-289",,2001
"Pulsar acceleration by asymmetric emission of sterile neutrinosE Nardi, JI Zuluaga
The Astrophysical Journal 549 (2), 1076",21,2001
"Structural and Electrical Properties of Thermoelectric Thin Films of Ce0. 9CoFe3Sb12L Giratá, A Doris, O Arnache, L Oscar, M Lopera, F Luis, P Prieto, A Pedro
APS Meeting Abstracts 1, 40065",,2001
"How many family-independent, independent U (1)'s, can we gauge?WA Ponce, JF Zapata
arXiv preprint hep-ph/0102142",1,2001
"Intra-magnetoexciton transitions in semiconductor quantum wellsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
MRS Proceedings 692, H6. 35.1",,2001
"APLICACIONES SIMPLES DE LA FÍSICA NUCLEAR EN EL MUESTREO DE LA RADIACIÓN NATURAL.E Merchán, J Osorio, F Cristancho, F Fajardo
REVISTA COLOMBIANA DE FISICA 33 (2), 316",,2001
"ESTUDIO ELECTRICO PARA MUESTRAS FERROELECTRICAS DE SrBiJ Osorio, W Saldarriaga
REVISTA COLOMBIANA DE FISICA 33 (2), 259",,2001
"FOTORRESPUESTA DE PELÍCULAS DELGADAS DE YBa2Cu3O7-x DOPADAS CON PLATAJH Ballesteros, D Giratá, W Lopera, G Bolaños, J Osorio
REVISTA COLOMBIANA DE FISICA 33 (2), 254",,2001
"EFECTO DE LA EROSIÓN QUÍMICA CON Br-METANOL SOBRE LA SUPERFICIE DE PELÍCULAS DELGADAS DE Bi2Sr2CaCu2O8+δW Lopera, LF Castro, F Pérez, D Giratá, E Baca
REVISTA COLOMBIANA DE FISICA 33 (2), 226",,2001
"LA INTERACCIÓN CUADRUPOLAR ELÉCTRICA DE LA GOETHITAG Pérez, CA Barrero, AL Morales
REVISTA COLOMBIANA DE FISICA 33 (2)",,2001
"Monte Carlo study of the magnetic properties of Fe sub 0. 9-q Mn sub 0. 1 Al sub q-disordered alloysJ Restrepo, O Arnache, DP Landau
Physica B: Condensed Matter(Netherlands) 320 (1), 239-243",,2001
"Transformación magnetita–hematita inducida térmicamenteJ Mazo-Zuluaga, CA Barrero, J Diaz-Terán, A Jerez, J Restrepo, ...
Revista colombiana de fisica 33 (2), 230",4,2001
"EFFECT OF THE Γ-X CROSSOVER ON THE BINDING ENERGY OF SHALLOW-DONOR IMPURITIES IN RECTANGULAR GAAS-(GA, AL) AS QUANTUM DOTSSY López, AL Morales, A Montes, CA Duque
REVISTA COLOMBIANA DE FISICA 33 (2)",,2001
"FORMACIÓN DE IMÁGENES MEDIANTE DIFRACCIÓNR Henao, A Mira
REVISTA COLOMBIANA DE FISICA 33 (2), 360",,2001
"SU (3) c⊗ SU (3) L⊗ U (1) X as an E6 subgroupR Martinez, WA Ponce, LA Sanchez
Phys. Rev. D 64, 075013",8,2001
"Pion Elastic Scattering and Double Charge Exchange on Medium and Heavy NucleiWR Gibbs, HC Wu
Acta Physica Hungarica A 11 (3-4), 3-4",,2000
"Two-particle Schrödinger equation animations of wave packet–wave packet scatteringJJV Maestri, RH Landau, MJ Páez
American Journal of Physics 68 (12), 1113-1119",8,2000
"Bilinear R-parity violation and small neutrino masses: a self-consistent frameworkJM Mira, E Nardi, DA Restrepo, JWF Valle
Physics Letters B 492 (1), 81-90",72,2000
"Horizontal $ U (1) _H $ symmetry: a non-anomalous modelE Nardi
arXiv preprint hep-ph/0009329",1,2000
"Pion elastic scattering and double charge exchange on heavy nuclei in the generalized seniority modelHC Wu, WR Gibbs
Physical Review C 62 (4), 044614",5,2000
"On Plausible Violations of the Riemann Conjecture due to Fractal p-branes in Cantorian-Fractal Spacetime???C Castro, MS El Naschie, J Mahecha
arXiv preprint hep-th/0008056",,2000
"Horizontal interactions and gauge theoriesWA Ponce
Particles and Fields 531, 332-336",,2000
"Structural and Electrical Properties of Grain Boundary Josephson Junctions Based on Bi2Sr2CaCu2O8+ δ Thin FilmsW Lopera, D Giratá, J Osorio, P Prieto
physica status solidi (b) 220 (1), 483-487",4,2000
"Mössbauer characterization of iron oxides and (oxy) hydroxides: the present state of the artRE Vandenberghe, CA Barrero, GM Da Costa, E Van San, E De Grave
Hyperfine Interactions 126 (1-4), 247-259",122,2000
"The relation between corrosion rate and corrosion products from low carbon steelAL Morales, D Cartagena, JL Rendon, A Valencia
physica status solidi (b) 220 (1), 351-356",15,2000
"Description in a Local Model of the Magnetic Field Distributions of Mechanically Alloyed Fe-Si (3.5 wt%)HS Sthepa, J Restrepo, M Fajardo, GAP Alcazar
Physica Status Solidi B Basic Research 220 (1), 347-350",,2000
"Hyperfine Magnetic Field Distributions of Fe~ 0~.~ 8~-~ qMn~ qAl~ 0~.~ 2 Disordered Alloys: Interpretation in a Local ModelJ Restrepo, GA Pérez Alcázar
physica status solidi(b) 220 (1), 395-399",3,2000
"Room Temperature Magnetic Properties of the Mechanically Alloyed Fe0. 8—xMnxAl0. 2 SystemJ Restrepo, GA Pérez Alcázar, JM González
physica status solidi (b) 220 (1), 429-434",4,2000
"Intraexcitonic Energy Transition in GaAs Quantum WellsW Ospina, P Aristizabal, RL Restrepo, A Montes, CA Duque
physica status solidi (b) 220 (1), 131-135",1,2000
"Polaron Free Energy in GaAs Quantum WellsME Mora‐Ramos, CA Duque
physica status solidi (b) 220 (1), 159-162",1,2000
