Article,Cites,Year
"Known-plaintext attack on a joint transform correlator encrypting systemJF Barrera, C Vargas, M Tebaldi, R Torroba, N Bolognini
Optics letters 35 (21), 3553-3555",40,2010
"Possible ferrimagnetic ordering in single-crystals at low temperaturesJL Izquierdo, JF Montoya, A Gómez, O Arnache, T Wolf, O Morán
Solid State Communications 150 (39), 1951-1954",6,2010
"Simultaneous use of amplitude and phase to improve the validation process in a joint transform correlatorJF Barrera, J Serna, R Torroba
Optik-International Journal for Light and Electron Optics 121 (20), 1885-1890",,2010
"Binding energy and photoionization cross section of hydrogen-like donor impurity in cylindrical InAs PÃ Â¶ schl-Teller quantum layer in magnetic fieldMG Barseghyan, A Hakimyfard, M Zuhair, CA Duque, AA Kirakosyan
International Conference on Laser Physics 2010, 79981G-79981G-7",,2010
"Indirect detection of gravitino dark matter including its three-body decaysKY Choi, D Restrepo, CE Yaguna, O Zapata
Journal of Cosmology and Astroparticle Physics 2010 (10), 033",32,2010
"Optodigital protocol to avoid an external reference beam in a JTC encrypting processorCA Rios, E Rueda, JF Barrera, R Henao, R Torroba
Laser Science, JWA27",1,2010
"Chosen-plaintext attack on a joint transform correlator encrypting systemJF Barrera, C Vargas, M Tebaldi, R Torroba
Optics Communications 283 (20), 3917-3921",33,2010
"Probing neutrino oscillations in supersymmetric models at the Large Hadron ColliderF De Campos, OJP Eboli, M Hirsch, MB Magro, W Porod, D Restrepo, ...
Physical Review D 82 (7), 075002",25,2010
"Intense laser effects on donor impurity in a cylindrical single and vertically coupled quantum dots under combined effects of hydrostatic pressure and applied electric fieldCA Duque, E Kasapoglu, S Sakiroglu, H Sari, I Sökmen
Applied Surface Science 256 (24), 7406-7413",26,2010
"Efficient calculation of Coulomb matrix elements for bilayers of confined charge carriers with arbitrary spatial separationI Mondragon-Shem, BA Rodríguez, FE López
Computer Physics Communications 181 (9), 1510-1516",,2010
"Combined effects of hydrostatic pressure and electric field on the donor binding energy and polarizability in laterally coupled double InAs/GaAs quantum-well wiresE Tangarife, CA Duque
Applied Surface Science 256 (23), 7234-7241",6,2010
"Investigating two-photon double ionization of D2 by XUV-Pump--XUV-Probe experiments at FLASHY Jiang
Lawrence Berkeley National Laboratory",,2010
"Absorption effects on plasmon polaritons in quasiperiodic photonic superlattices containing a metamaterialN Raigoza, SB Cavalcanti, CAA de Carvalho, LE Oliveira
Journal of Physics: Condensed Matter 22 (38), 385901",9,2010
"Crystallographic and magnetic properties of Fe-doped SnO2 nanopowders obtained by a sol–gel methodJJ Beltran, LC Sánchez, J Osorio, L Tirado, EM Baggio-Saitovitch, ...
Journal of materials science 45 (18), 5002-5011",13,2010
"Electronic states in double quantum well-wires with potential W-profile: combined effects of hydrostatic pressure and electric fieldRL Restrepo, GL Miranda, CA Duque
Journal of materials science 45 (18), 5045-5053",1,2010
"Factors affecting the amount of corroded iron converted into adherent rust in steels submitted to immersion testsFR Pérez, CA Barrero, KE García
Corrosion Science 52 (8), 2582-2591",13,2010
"Study of DCX reaction on medium nuclei with Monte‐Carlo Shell ModelHC Wu, WR Gibbs
VIII LATIN AMERICAN SYMPOSIUM ON NUCLEAR PHYSICS AND APPLICATIONS 1265 (1 ...",,2010
"Complete Feshbach-type calculations of energy positions and widths of autoionizing states in Li-like atomsJC Cardona, JL Sanz-Vicario, F Martín
Physical Review A 82 (2), 022501",5,2010
"Improvement of mechanical and tribological properties in industrial tools by means of application of TiN/ZrN multilayer coatingsMA Gómez, G Bejarano Gaitán, JA Osorio
Revista Facultad de Ingeniería Universidad de Antioquia, 91-100",,2010
"Shape resonances in ground-state diatomic molecules: General trends and the example of RbCsBE Londono, JE Mahecha, E Luc-Koenig, A Crubellier
Physical Review A 82 (1), 012510",12,2010
"Algoritmo paralelo para la detección y caracterización de halos de materia oscura en simulaciones cosmológicasCA Vera, JI Zuluaga, JC Muñoz
Revista Colombiana de Computación-RCC 9 (1)",,2010
"Investigating Two-Photon Double Ionization of D 2 by XUV-Pump/XUV-Probe Experiments at FlashO Herrwerth, YH Jiang, A Rudenko, JF Pérez-Torres, L Foucar, M Kurka, ...
International Conference on Ultrafast Phenomena, ThA4",,2010
"S U (3) c⊗ S U (3) L⊗ U (1) X models with four familiesRH Benavides, WA Ponce, Y Giraldo
Physical Review D 82 (1), 013004",,2010
"Shallow‐donor impurity in coupled GaAs/Ga1− xAlxAs quantum well wires: hydrostatic pressure and applied electric field effectsE Tangarife, CA Duque
physica status solidi (b) 247 (7), 1778-1785",5,2010
"MEJORAMIENTO DE LA EFICIENCIA DE LOS MOLDES DE INYECCIÓN MEDIANTE LA APLICACION DE RECUBRIMIENTOS DE CrN/TiN.G Bejarano, M Astrid, JA Osorio, JC Caicedo, GH Garzón
Revista Latinoamericana de Metalurgia y Materiales, 89-94",,2010
"Electron localization following attosecond molecular photoionizationG Sansone, F Kelkensberg, JF Pérez-Torres, F Morales, MF Kling, W Siu, ...
Nature 465 (7299), 763-766",350,2010
"Circular dichroism in photoionization of H 2D Dowek, JF Pérez-Torres, YJ Picard, P Billaud, C Elkharrat, JC Houver, ...
Physical review letters 104 (23), 233003",35,2010
"Evaluation of the pigment dispersion in acrylic resins for the manufacture of artificial teethG Ricaurte Avella, JA Osorio Vélez, JP Niño Cardona, J Correa, ...
Revista Facultad de Ingeniería Universidad de Antioquia, 54-63",,2010
"Growth, structure and friction behavior of the nanocomposite hard coatings WS2-TiTW Scharf, F Sequeda, JM González, A Ruden, J Restrepo
Ingeniería y Ciencia 6 (11), 159-176",,2010
"BIOGENIC CRYSTALS OF MAGNETOCOCCUS FROM LA FE DAM AND CALIMA LAKE (COLOMBIA)V Morillo, A Salazar, M Marquez, A Morales, U Lins
DYNA 77 (162), 93-103",,2010
"CRISTALES BIOGÉNICOS DE MAGNETOCOCOS DE LA REPRESA LA FE Y LAGO CALIMA (COLOMBIA)V MORILLO, A SALAZAR, M MÁRQUEZ, A MORALES, U LINS
Dyna 77 (162), 93-103",1,2010
"Comment on:"" Luminescence spectra of quantum dots in microcavities.""N Quesada, P Cárdenas, BA Rodríguez
arXiv preprint arXiv:1005.5498",,2010
"Investigating two-photon double ionization of D 2 by XUV-pump–XUV-probe experimentsYH Jiang, A Rudenko, JF Pérez-Torres, O Herrwerth, L Foucar, M Kurka, ...
Physical Review A 81 (5), 051402",46,2010
"Butterfly wing colors: glass scales of Graphium sarpedon cause polarized iridescence and enhance blue/green pigment coloration of the wing membraneDG Stavenga, MA Giraldo, HL Leertouwer
The Journal of experimental biology 213 (10), 1731-1739",28,2010
"Temperature and hydrostatic pressure effects on the photonic band structure of a 2D honeycomb latticeN Porras-Montenegro, CA Duque
Physica E: Low-dimensional Systems and Nanostructures 42 (6), 1865-1869",10,2010
"Plasmon polaritons in photonic metamaterial superlattices: Absorption effectsD Mogilevtsev, E Reyes-Gómez, SB Cavalcanti, CAA de Carvalho, ...
Physical Review E 81 (4), 047601",15,2010
"Plasmon polaritons in photonic metamaterial Fibonacci superlatticesE Reyes-Gómez, N Raigoza, SB Cavalcanti, CAA de Carvalho, ...
Physical Review B 81 (15), 153101",15,2010
"One step multiplexing optical encryptionJF Barrera, R Torroba
Optics Communications 283 (7), 1268-1272",9,2010
"Magnetic-field and confinement effects on the effective Landé g factor in AlxGa1-xAs parabolic quantum wellsA Bruno-Alfonso, FE López, N Raigoza, E Reyes-Gómez
The European Physical Journal B 74 (3), 319-329",4,2010
"Simultaneous effects of hydrostatic pressure and temperature on donor binding energy and photoionization cross section in Pöschl–Teller quantum wellMG Barseghyan, A Hakimyfard, SY López, CA Duque, AA Kirakosyan
Physica E: Low-dimensional Systems and Nanostructures 42 (5), 1618-1622",13,2010
"Unconventional Bose-Einstein condensation with Rashba coupling in optical latticesI Mondragon-Shem, BA Rodriguez, C Wu
APS Meeting Abstracts 1, 31011",,2010
"Calculation of direct and indirect excitons in GaAs–Ga 1− x AlxAs coupled double quantum wells: Electric and magnetic fields and hydrostatic pressure effectsSY López, ME Mora-Ramos, CA Duque
Solid State Sciences 12 (2), 210-221",11,2010
"Tracing direct and sequential two-photon double ionization of D 2 in femtosecond extreme-ultraviolet laser pulsesYH Jiang, A Rudenko, E Plésiat, L Foucar, M Kurka, KU Kühnel, T Ergler, ...
Physical Review A 81 (2), 021401",33,2010
"Decoherence and entanglement in tripartite systems: Cavity QEDE Agudelo, BA Rodriguez, KM Fonseca-Romero
arXiv preprint arXiv:1002.4242",,2010
"Donor impurity in vertically-coupled quantum-dots under hydrostatic pressure and applied electric fieldCM Duque, MG Barseghyan, CA Duque
The European Physical Journal B 73 (3), 309-319",32,2010
"Noise-free recovery of optodigital encrypted and multiplexed imagesR Henao, E Rueda, JF Barrera, R Torroba
Optics letters 35 (3), 333-335",26,2010
"Crecimiento, estructura y comportamientode la fricción de recubrimientos duros delnanocompuesto WS2-TiT W Scharf, F Sequeda, JM González, A Ruden, J Restrepo
Ingeniería y Ciencia 6 (11), 159-176",1,2010
"Laser-dressing and magnetic-field effects on shallow-donor impurity states in semiconductor GaAs–Ga1− xAlxAs cylindrical quantum-well wiresFE López, E Reyes-Gómez, N Porras-Montenegro, HS Brandi, LE Oliveira
Journal of Physics: Condensed Matter 22 (4), 045303",1,2010
"Nonstoichiometry and hole doping in NiOJ Osorio‐Guillén, S Lany, A Zunger
PHYSICS OF SEMICONDUCTORS: 29th International Conference on the Physics of ...",,2010
"Effects of dissipation on the time evolution of coherence and entanglement of a two-quantum dot system in a microcavityJ Restrepo, H Vinck, KM Fonseca, BA Rodriguez, M Caldas, N Studart
Aip Conference Proceedings 1199 (1), 379",1,2010
"Modelos Geométricos en el Estudio de Nanotubos de CarbonoGA Guirales, R Pérez, BA Rodríguez
Revista Tecno Lógicas, 167-181",,2010
"Caracterización ecofisiológica de variedades de guayaba por función de uso/.ME Solarte, OR Insuasty, HM Melgarejo, L Marina
Ciencia y tecnología para la competitividad del sector agropecuario 2002 ...",2,2010
"Study of extreme events on Colombia using a regional climate modelIC Hoyos, A Baquero-Bernal
Dynamics Days South America 2010: International Conference on Chaos and ...",1,2010
"Atomic and molecular processes in external fields including interactions with strong fields and short pulses-Tracing direct and sequential two-photon double ionization of D2 in femtosecond extreme-ultraviolet laser pulses (4 pages) 021401 (R)YH Jiang, A Rudenko, E Plésiat, L Foucar, M Kurka, KU Kühnel, T Ergler, ...
PHYSICAL REVIEW A: atomic, molecular, and optical physics 81 (2)",,2010
"Electronic structure: Wide-band, narrow-band, and strongly correlated systems-Plasmon polaritons in photonic metamaterial Fibonacci superlattices (4 pages) 153101E Reyes-Gómez, N Raigoza, SB Cavalcanti, CAA de Carvalho, ...
Physical Review B Condensed Matter And Materials Physics 81 (15)",,2010
"Fe-doped SnO 2 nanopowders obtained by sol–gel and mechanochemical alloying with and without thermal treatmentLC Sánchez, JJ Beltran, J Osorio, AM Calle, CA Barrero
Hyperfine Interactions 195 (1-3), 185-189",6,2010
"Análisis de la Sensibilidad de un SistemaOptico de Encriptación Bajo Rotaciones de la Llave de SeguridadCA Rıos, E Ruedaa, JF Barreraa
Revista Colombiana de Fısica 42 (2)",,2010
"On the Photonic Dispersion of Periodic Superlattices Made of Left-Handed MaterialsSB Cavalcanti, E Reyes-Gómez, A Bruno-Alfonso, CAA De Carvalho, ...
Extreme Photonics & Applications, 193-207",,2010
"Bifurcations of the normal modes of the Ne⋯ Br 2 complexF Blesa, J Mahecha, JP Salas, M Iñarrea
Physics Letters A 374 (2), 191-201",2,2009
"Flavor changing neutral currents in the 3-3-1 model with right-handed neutrinosRH Benavides, Y Giraldo, WA Ponce
Physical Review D 80 (11), 113009",21,2009
"Non singular spherically symmetric matter inhomogeneities cannot locally mimick the cosmological constant for a central observerAE Romano
J. Cosmol. Astropart. Phys. 5 (arXiv: 0912.2866), 020",2,2009
"The role of autoionizing states in two-photon dissociative ionization of H2 by xuv ultrashort laser pulsesJF Pérez-Torres, JL Sanz-Vicario, H Bachau, F Martín
Journal of Physics B: Atomic, Molecular and Optical Physics 43 (1), 015204",12,2009
"Photoluminescence energy transitions in GaAs–Ga1-xAlxAs double quantum wells: Electric and magnetic fields and hydrostatic pressure effectsSY López, ME Mora-Ramos, CA Duque
Physica B: Condensed Matter 404 (23), 5181-5184",3,2009
"Hydrogenic donor impurity in parallel-triangular quantum wires: Hydrostatic pressure and applied electric field effectsRL Restrepo, E Giraldo, GL Miranda, W Ospina, CA Duque
Physica B: Condensed Matter 404 (23), 5163-5166",3,2009
"Hydrogenic impurity binding energy in vertically coupled Ga1-xAlxAs quantum-dots under hydrostatic pressure and applied electric fieldCM Duque, MG Barseghyan, CA Duque
Physica B: Condensed Matter 404 (23), 5177-5180",14,2009
"Simultaneous effects of pressure and temperature on donor binding energy in Pöschl–Teller quantum wellA Hakimyfard, MG Barseghyan, CA Duque, AA Kirakosyan
Physica B: Condensed Matter 404 (23), 5159-5162",13,2009
"Lepton flavor equilibration and leptogenesisDA Sierra, M Losada, E Nardi
Journal of Cosmology and Astroparticle Physics 2009 (12), 015",27,2009
"Probing H 2 quantum autoionization dynamics with xuv atto and femtosecond laser pulsesF Morales, JF Pérez-Torres, JL Sanz-Vicario, F Martín
Chemical Physics 366 (1), 58-63",7,2009
"Assesment of the influence of copper and nickel on the corrosion kinetics of weathering steels by in situ and ex situ impedance spectroscopyJ Castaño, I Restrepo, J Calderón, Á Morales, A Echavarría
Revista Facultad de Ingeniería Universidad de Antioquia, 17-30",,2009
"Evaluación de la influencia del cobre y el níquel en la cinética de corrosión de los aceros autoprotectores por espectroscopía de impedancia in situ y ex situJ Castaño, I Restrepo, J Calderón, Á Morales, A Echavarría
Revista Facultad de Ingeniería Universidad de Antioquia, 17-30",1,2009
"Donor-impurity related binding energy and photoinization cross-section in quantum dots: electric and magnetic fields and hydrostatic pressure effectsMG Barseghyan, AA Kirakosyan, CA Duque
The European Physical Journal B 72 (4), 521-529",51,2009
"Ultracold atoms in optical lattices induced by photonic crystalsAM Barragan, I Mondragon-Shem, H Vinck-Posada
arXiv preprint arXiv:0911.5185",,2009
"Coulomb matrix elements of bilayers of confined charge carriers with arbitrary spatial separationI Mondragon-Shem, FE Lopez, BA Rodriguez
arXiv preprint arXiv:0911.5363",,2009
"Plasmon polaritons in photonic superlattices containing a left-handed materialD Mogilevtsev, SB Cavalcanti, CAA de Carvalho, LE Oliveira
EPL (Europhysics Letters) 88 (2), 24002",32,2009
"Monte carlo simulation of the fm layer thickness influence on the exchange bias in fm/afm bilayersE Restrepo-Parra, J Restrepo, JF Jurado, C Vargas-Hernández, ...
Magnetics, IEEE Transactions on 45 (11), 5180-5183",18,2009
"Geometry influence on the hysteresis loops behavior in La Ca MnO nanoparticles. Monte Carlo simulation on a Heisenberg-like modelJC Riaño-Rojas, E Restrepo-Parra, G Orozco-Hernández, J Restrepo, ...
Magnetics, IEEE Transactions on 45 (11), 5196-5199",17,2009
"Procesos pÓticos en Micropilares Circulares.M Parra, A Carlos, H Vinck-Posada, BA Rodríguez
Revista Colombiana de Física 41 (3)",,2009
"Un Modelo 331 sin Universalidad Leptonica.JA Herrera, RH Benavides, WA Ponce
Revista Colombiana de Física 41 (3)",,2009
